Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
gest1_1.jpg;50;50;0;0;50;50;1
gest1_2.jpg;50;50;0;0;50;50;1
gest1_3.jpg;50;50;0;0;50;50;1
gest1_4.jpg;50;50;0;0;50;50;1
gest1_5.jpg;50;50;0;0;50;50;1
gest1_6.jpg;50;50;0;0;50;50;1
gest1_7.jpg;50;50;0;0;50;50;1
gest1_8.jpg;50;50;0;0;50;50;1
gest1_9.jpg;50;50;0;0;50;50;1
gest1_10.jpg;50;50;0;0;50;50;1
gest1_11.jpg;50;50;0;0;50;50;1
gest1_12.jpg;50;50;0;0;50;50;1
gest1_13.jpg;50;50;0;0;50;50;1
gest1_14.jpg;50;50;0;0;50;50;1
gest1_15.jpg;50;50;0;0;50;50;1
gest1_16.jpg;50;50;0;0;50;50;1
gest1_17.jpg;50;50;0;0;50;50;1
gest1_18.jpg;50;50;0;0;50;50;1
gest1_19.jpg;50;50;0;0;50;50;1
gest1_20.jpg;50;50;0;0;50;50;1
gest1_21.jpg;50;50;0;0;50;50;1
gest1_22.jpg;50;50;0;0;50;50;1
gest1_23.jpg;50;50;0;0;50;50;1
gest1_24.jpg;50;50;0;0;50;50;1
gest1_25.jpg;50;50;0;0;50;50;1
gest1_26.jpg;50;50;0;0;50;50;1
gest1_27.jpg;50;50;0;0;50;50;1
gest1_28.jpg;50;50;0;0;50;50;1
gest1_29.jpg;50;50;0;0;50;50;1
gest1_30.jpg;50;50;0;0;50;50;1
gest1_31.jpg;50;50;0;0;50;50;1
gest1_32.jpg;50;50;0;0;50;50;1
gest1_33.jpg;50;50;0;0;50;50;1
gest1_34.jpg;50;50;0;0;50;50;1
gest1_35.jpg;50;50;0;0;50;50;1
gest1_36.jpg;50;50;0;0;50;50;1
gest1_37.jpg;50;50;0;0;50;50;1
gest1_38.jpg;50;50;0;0;50;50;1
gest1_39.jpg;50;50;0;0;50;50;1
gest1_40.jpg;50;50;0;0;50;50;1
gest1_41.jpg;50;50;0;0;50;50;1
gest1_42.jpg;50;50;0;0;50;50;1
gest1_43.jpg;50;50;0;0;50;50;1
gest1_44.jpg;50;50;0;0;50;50;1
gest1_45.jpg;50;50;0;0;50;50;1
gest1_46.jpg;50;50;0;0;50;50;1
gest1_47.jpg;50;50;0;0;50;50;1
gest1_48.jpg;50;50;0;0;50;50;1
gest1_49.jpg;50;50;0;0;50;50;1
gest1_50.jpg;50;50;0;0;50;50;1
gest1_51.jpg;50;50;0;0;50;50;1
gest1_52.jpg;50;50;0;0;50;50;1
gest1_53.jpg;50;50;0;0;50;50;1
gest1_54.jpg;50;50;0;0;50;50;1
gest1_55.jpg;50;50;0;0;50;50;1
gest1_56.jpg;50;50;0;0;50;50;1
gest1_57.jpg;50;50;0;0;50;50;1
gest1_58.jpg;50;50;0;0;50;50;1
gest1_59.jpg;50;50;0;0;50;50;1
gest1_60.jpg;50;50;0;0;50;50;1
gest1_61.jpg;50;50;0;0;50;50;1
gest1_62.jpg;50;50;0;0;50;50;1
gest1_63.jpg;50;50;0;0;50;50;1
gest1_64.jpg;50;50;0;0;50;50;1
gest1_65.jpg;50;50;0;0;50;50;1
gest1_66.jpg;50;50;0;0;50;50;1
gest1_67.jpg;50;50;0;0;50;50;1
gest1_68.jpg;50;50;0;0;50;50;1
gest1_69.jpg;50;50;0;0;50;50;1
gest1_70.jpg;50;50;0;0;50;50;1
gest1_71.jpg;50;50;0;0;50;50;1
gest1_72.jpg;50;50;0;0;50;50;1
gest1_73.jpg;50;50;0;0;50;50;1
gest1_74.jpg;50;50;0;0;50;50;1
gest1_75.jpg;50;50;0;0;50;50;1
gest1_76.jpg;50;50;0;0;50;50;1
gest1_77.jpg;50;50;0;0;50;50;1
gest1_78.jpg;50;50;0;0;50;50;1
gest1_79.jpg;50;50;0;0;50;50;1
gest1_80.jpg;50;50;0;0;50;50;1
gest1_81.jpg;50;50;0;0;50;50;1
gest1_82.jpg;50;50;0;0;50;50;1
gest1_83.jpg;50;50;0;0;50;50;1
gest1_84.jpg;50;50;0;0;50;50;1
gest1_85.jpg;50;50;0;0;50;50;1
gest1_86.jpg;50;50;0;0;50;50;1
gest1_87.jpg;50;50;0;0;50;50;1
gest1_88.jpg;50;50;0;0;50;50;1
gest1_89.jpg;50;50;0;0;50;50;1
gest1_90.jpg;50;50;0;0;50;50;1
gest1_91.jpg;50;50;0;0;50;50;1
gest1_92.jpg;50;50;0;0;50;50;1
gest1_93.jpg;50;50;0;0;50;50;1
gest1_94.jpg;50;50;0;0;50;50;1
gest1_95.jpg;50;50;0;0;50;50;1
gest1_96.jpg;50;50;0;0;50;50;1
gest1_97.jpg;50;50;0;0;50;50;1
gest1_98.jpg;50;50;0;0;50;50;1
gest1_99.jpg;50;50;0;0;50;50;1
gest1_100.jpg;50;50;0;0;50;50;1
