Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
gest6_1.jpg;50;50;0;0;50;50;1
gest6_2.jpg;50;50;0;0;50;50;1
gest6_3.jpg;50;50;0;0;50;50;1
gest6_4.jpg;50;50;0;0;50;50;1
gest6_5.jpg;50;50;0;0;50;50;1
gest6_6.jpg;50;50;0;0;50;50;1
gest6_7.jpg;50;50;0;0;50;50;1
gest6_8.jpg;50;50;0;0;50;50;1
gest6_9.jpg;50;50;0;0;50;50;1
gest6_10.jpg;50;50;0;0;50;50;1
gest6_11.jpg;50;50;0;0;50;50;1
gest6_12.jpg;50;50;0;0;50;50;1
gest6_13.jpg;50;50;0;0;50;50;1
gest6_14.jpg;50;50;0;0;50;50;1
gest6_15.jpg;50;50;0;0;50;50;1
gest6_16.jpg;50;50;0;0;50;50;1
gest6_17.jpg;50;50;0;0;50;50;1
gest6_18.jpg;50;50;0;0;50;50;1
gest6_19.jpg;50;50;0;0;50;50;1
gest6_20.jpg;50;50;0;0;50;50;1
gest6_21.jpg;50;50;0;0;50;50;1
gest6_22.jpg;50;50;0;0;50;50;1
gest6_23.jpg;50;50;0;0;50;50;1
gest6_24.jpg;50;50;0;0;50;50;1
gest6_25.jpg;50;50;0;0;50;50;1
gest6_26.jpg;50;50;0;0;50;50;1
gest6_27.jpg;50;50;0;0;50;50;1
gest6_28.jpg;50;50;0;0;50;50;1
gest6_29.jpg;50;50;0;0;50;50;1
gest6_30.jpg;50;50;0;0;50;50;1
gest6_31.jpg;50;50;0;0;50;50;1
gest6_32.jpg;50;50;0;0;50;50;1
gest6_33.jpg;50;50;0;0;50;50;1
gest6_34.jpg;50;50;0;0;50;50;1
gest6_35.jpg;50;50;0;0;50;50;1
gest6_36.jpg;50;50;0;0;50;50;1
gest6_37.jpg;50;50;0;0;50;50;1
gest6_38.jpg;50;50;0;0;50;50;1
gest6_39.jpg;50;50;0;0;50;50;1
gest6_40.jpg;50;50;0;0;50;50;1
gest6_41.jpg;50;50;0;0;50;50;1
gest6_42.jpg;50;50;0;0;50;50;1
gest6_43.jpg;50;50;0;0;50;50;1
gest6_44.jpg;50;50;0;0;50;50;1
gest6_45.jpg;50;50;0;0;50;50;1
gest6_46.jpg;50;50;0;0;50;50;1
gest6_47.jpg;50;50;0;0;50;50;1
gest6_48.jpg;50;50;0;0;50;50;1
gest6_49.jpg;50;50;0;0;50;50;1
gest6_50.jpg;50;50;0;0;50;50;1
gest6_51.jpg;50;50;0;0;50;50;1
gest6_52.jpg;50;50;0;0;50;50;1
gest6_53.jpg;50;50;0;0;50;50;1
gest6_54.jpg;50;50;0;0;50;50;1
gest6_55.jpg;50;50;0;0;50;50;1
gest6_56.jpg;50;50;0;0;50;50;1
gest6_57.jpg;50;50;0;0;50;50;1
gest6_58.jpg;50;50;0;0;50;50;1
gest6_59.jpg;50;50;0;0;50;50;1
gest6_60.jpg;50;50;0;0;50;50;1
gest6_61.jpg;50;50;0;0;50;50;1
gest6_62.jpg;50;50;0;0;50;50;1
gest6_63.jpg;50;50;0;0;50;50;1
gest6_64.jpg;50;50;0;0;50;50;1
gest6_65.jpg;50;50;0;0;50;50;1
gest6_66.jpg;50;50;0;0;50;50;1
gest6_67.jpg;50;50;0;0;50;50;1
gest6_68.jpg;50;50;0;0;50;50;1
gest6_69.jpg;50;50;0;0;50;50;1
gest6_70.jpg;50;50;0;0;50;50;1
gest6_71.jpg;50;50;0;0;50;50;1
gest6_72.jpg;50;50;0;0;50;50;1
gest6_73.jpg;50;50;0;0;50;50;1
gest6_74.jpg;50;50;0;0;50;50;1
gest6_75.jpg;50;50;0;0;50;50;1
gest6_76.jpg;50;50;0;0;50;50;1
gest6_77.jpg;50;50;0;0;50;50;1
gest6_78.jpg;50;50;0;0;50;50;1
gest6_79.jpg;50;50;0;0;50;50;1
gest6_80.jpg;50;50;0;0;50;50;1
gest6_81.jpg;50;50;0;0;50;50;1
gest6_82.jpg;50;50;0;0;50;50;1
gest6_83.jpg;50;50;0;0;50;50;1
gest6_84.jpg;50;50;0;0;50;50;1
gest6_85.jpg;50;50;0;0;50;50;1
gest6_86.jpg;50;50;0;0;50;50;1
gest6_87.jpg;50;50;0;0;50;50;1
gest6_88.jpg;50;50;0;0;50;50;1
gest6_89.jpg;50;50;0;0;50;50;1
gest6_90.jpg;50;50;0;0;50;50;1
gest6_91.jpg;50;50;0;0;50;50;1
gest6_92.jpg;50;50;0;0;50;50;1
gest6_93.jpg;50;50;0;0;50;50;1
gest6_94.jpg;50;50;0;0;50;50;1
gest6_95.jpg;50;50;0;0;50;50;1
gest6_96.jpg;50;50;0;0;50;50;1
gest6_97.jpg;50;50;0;0;50;50;1
gest6_98.jpg;50;50;0;0;50;50;1
gest6_99.jpg;50;50;0;0;50;50;1
gest6_100.jpg;50;50;0;0;50;50;1
