Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
gest2_1.jpg;50;50;0;0;50;50;1
gest2_2.jpg;50;50;0;0;50;50;1
gest2_3.jpg;50;50;0;0;50;50;1
gest2_4.jpg;50;50;0;0;50;50;1
gest2_5.jpg;50;50;0;0;50;50;1
gest2_6.jpg;50;50;0;0;50;50;1
gest2_7.jpg;50;50;0;0;50;50;1
gest2_8.jpg;50;50;0;0;50;50;1
gest2_9.jpg;50;50;0;0;50;50;1
gest2_10.jpg;50;50;0;0;50;50;1
gest2_11.jpg;50;50;0;0;50;50;1
gest2_12.jpg;50;50;0;0;50;50;1
gest2_13.jpg;50;50;0;0;50;50;1
gest2_14.jpg;50;50;0;0;50;50;1
gest2_15.jpg;50;50;0;0;50;50;1
gest2_16.jpg;50;50;0;0;50;50;1
gest2_17.jpg;50;50;0;0;50;50;1
gest2_18.jpg;50;50;0;0;50;50;1
gest2_19.jpg;50;50;0;0;50;50;1
gest2_20.jpg;50;50;0;0;50;50;1
gest2_21.jpg;50;50;0;0;50;50;1
gest2_22.jpg;50;50;0;0;50;50;1
gest2_23.jpg;50;50;0;0;50;50;1
gest2_24.jpg;50;50;0;0;50;50;1
gest2_25.jpg;50;50;0;0;50;50;1
gest2_26.jpg;50;50;0;0;50;50;1
gest2_27.jpg;50;50;0;0;50;50;1
gest2_28.jpg;50;50;0;0;50;50;1
gest2_29.jpg;50;50;0;0;50;50;1
gest2_30.jpg;50;50;0;0;50;50;1
gest2_31.jpg;50;50;0;0;50;50;1
gest2_32.jpg;50;50;0;0;50;50;1
gest2_33.jpg;50;50;0;0;50;50;1
gest2_34.jpg;50;50;0;0;50;50;1
gest2_35.jpg;50;50;0;0;50;50;1
gest2_36.jpg;50;50;0;0;50;50;1
gest2_37.jpg;50;50;0;0;50;50;1
gest2_38.jpg;50;50;0;0;50;50;1
gest2_39.jpg;50;50;0;0;50;50;1
gest2_40.jpg;50;50;0;0;50;50;1
gest2_41.jpg;50;50;0;0;50;50;1
gest2_42.jpg;50;50;0;0;50;50;1
gest2_43.jpg;50;50;0;0;50;50;1
gest2_44.jpg;50;50;0;0;50;50;1
gest2_45.jpg;50;50;0;0;50;50;1
gest2_46.jpg;50;50;0;0;50;50;1
gest2_47.jpg;50;50;0;0;50;50;1
gest2_48.jpg;50;50;0;0;50;50;1
gest2_49.jpg;50;50;0;0;50;50;1
gest2_50.jpg;50;50;0;0;50;50;1
gest2_51.jpg;50;50;0;0;50;50;1
gest2_52.jpg;50;50;0;0;50;50;1
gest2_53.jpg;50;50;0;0;50;50;1
gest2_54.jpg;50;50;0;0;50;50;1
gest2_55.jpg;50;50;0;0;50;50;1
gest2_56.jpg;50;50;0;0;50;50;1
gest2_57.jpg;50;50;0;0;50;50;1
gest2_58.jpg;50;50;0;0;50;50;1
gest2_59.jpg;50;50;0;0;50;50;1
gest2_60.jpg;50;50;0;0;50;50;1
gest2_61.jpg;50;50;0;0;50;50;1
gest2_62.jpg;50;50;0;0;50;50;1
gest2_63.jpg;50;50;0;0;50;50;1
gest2_64.jpg;50;50;0;0;50;50;1
gest2_65.jpg;50;50;0;0;50;50;1
gest2_66.jpg;50;50;0;0;50;50;1
gest2_67.jpg;50;50;0;0;50;50;1
gest2_68.jpg;50;50;0;0;50;50;1
gest2_69.jpg;50;50;0;0;50;50;1
gest2_70.jpg;50;50;0;0;50;50;1
gest2_71.jpg;50;50;0;0;50;50;1
gest2_72.jpg;50;50;0;0;50;50;1
gest2_73.jpg;50;50;0;0;50;50;1
gest2_74.jpg;50;50;0;0;50;50;1
gest2_75.jpg;50;50;0;0;50;50;1
gest2_76.jpg;50;50;0;0;50;50;1
gest2_77.jpg;50;50;0;0;50;50;1
gest2_78.jpg;50;50;0;0;50;50;1
gest2_79.jpg;50;50;0;0;50;50;1
gest2_80.jpg;50;50;0;0;50;50;1
gest2_81.jpg;50;50;0;0;50;50;1
gest2_82.jpg;50;50;0;0;50;50;1
gest2_83.jpg;50;50;0;0;50;50;1
gest2_84.jpg;50;50;0;0;50;50;1
gest2_85.jpg;50;50;0;0;50;50;1
gest2_86.jpg;50;50;0;0;50;50;1
gest2_87.jpg;50;50;0;0;50;50;1
gest2_88.jpg;50;50;0;0;50;50;1
gest2_89.jpg;50;50;0;0;50;50;1
gest2_90.jpg;50;50;0;0;50;50;1
gest2_91.jpg;50;50;0;0;50;50;1
gest2_92.jpg;50;50;0;0;50;50;1
gest2_93.jpg;50;50;0;0;50;50;1
gest2_94.jpg;50;50;0;0;50;50;1
gest2_95.jpg;50;50;0;0;50;50;1
gest2_96.jpg;50;50;0;0;50;50;1
gest2_97.jpg;50;50;0;0;50;50;1
gest2_98.jpg;50;50;0;0;50;50;1
gest2_99.jpg;50;50;0;0;50;50;1
gest2_100.jpg;50;50;0;0;50;50;1
